hospital_id,date,total_beds,occupied_beds,staffed_beds,closed_beds,occupancy_rate
HHN-BIR-01,2024-01-01,42,1.0833333333333333,15.630208333333334,0.0,0.07089359234938503
HHN-BIR-01,2024-01-02,42,3.921875,15.578125,0.0,0.26930978766916264
HHN-BIR-01,2024-01-03,42,6.864583333333333,15.671875,0.0,0.44316829004329
HHN-BIR-01,2024-01-04,42,8.807291666666666,15.578125,0.0,0.5769527208405885
HHN-BIR-01,2024-01-05,42,10.3125,15.661458333333334,0.0,0.6848491479925304
HHN-BIR-01,2024-01-06,42,10.911458333333334,15.526041666666666,0.0,0.6999473270643212
HHN-BIR-01,2024-01-07,42,11.520833333333334,15.546875,0.0,0.7600867850795289
HHN-BIR-01,2024-01-08,42,12.088541666666666,15.59375,0.0,0.7871638481219073
HHN-BIR-01,2024-01-09,42,13.026041666666666,15.645833333333334,0.0,0.8110099493371553
HHN-BIR-01,2024-01-10,42,12.916666666666666,15.536458333333334,0.0,0.8203985292660531
HHN-BIR-01,2024-01-11,42,12.630208333333334,15.619791666666666,0.0,0.7901396703993772
HHN-BIR-01,2024-01-12,42,12.020833333333334,15.614583333333334,0.0,0.789325912278914
HHN-BIR-01,2024-01-13,42,11.359375,15.567708333333334,0.0,0.7711092229359693
HHN-BIR-01,2024-01-14,42,10.942708333333334,15.541666666666666,0.0,0.7592139211164947
HHN-BIR-01,2024-01-15,42,12.197916666666666,15.661458333333334,0.0,0.8138952295661855
HHN-BIR-01,2024-01-16,42,12.744791666666666,15.635416666666666,0.0,0.8076524188172796
HHN-BIR-01,2024-01-17,42,13.276041666666666,15.598958333333334,0.0,0.8480463281522685
HHN-BIR-01,2024-01-18,42,13.1875,15.645833333333334,0.0,0.8453621031746031
HHN-BIR-01,2024-01-19,42,13.755208333333334,15.604166666666666,0.0,0.8645114035739035
HHN-BIR-01,2024-01-20,42,13.197916666666666,15.59375,0.0,0.8393119464637052
HHN-BIR-01,2024-01-21,42,12.510416666666666,15.546875,0.0,0.8150365831075245
HHN-BIR-01,2024-01-22,42,13.020833333333334,15.65625,0.0,0.8205923127798128
HHN-BIR-01,2024-01-23,42,13.572916666666666,15.598958333333334,0.0,0.8698938894251395
HHN-BIR-01,2024-01-24,42,14.067708333333334,15.645833333333334,0.0,0.8601425085800085
HHN-BIR-01,2024-01-25,42,13.765625,15.59375,0.0,0.856961935597981
