hospital_id,ward,baseline,stress_10,stress_20,stress_30
HHN-BIR-01,Cardiology Ward,19.55316210256353,21.508478312819882,23.463794523076235,25.41911073333259
HHN-BIR-01,Day Case Unit,0.38264656109999995,0.4209112172100001,0.45917587332000004,0.49744052943000006
HHN-BIR-01,General Medicine Ward A,15.799774712375699,17.37975218361327,18.95972965485084,20.539707126088413
HHN-BIR-01,General Medicine Ward B,14.501197233333333,15.951316956666668,17.40143668,18.851556403333333
HHN-BIR-01,ICU,8.801220704745855,9.681342775220443,10.561464845695028,11.441586916169614
HHN-BIR-01,Oncology Ward,12.246175667069453,13.4707932337764,14.695410800483343,15.92002836719029
HHN-BIR-01,Orthopaedics Ward A,10.906910441587225,11.99760148574595,13.088292529904672,14.178983574063395
HHN-BIR-01,Orthopaedics Ward B,10.685719866666666,11.754291853333335,12.82286384,13.891435826666667
HHN-EDI-01,Cardiology Ward,14.167182353888062,15.583900589276867,17.000618824665672,18.41733706005448
HHN-EDI-01,Day Case Unit,0.31751264063333334,0.3492639046966667,0.38101516876,0.41276643282333336
HHN-EDI-01,General Medicine Ward A,16.918978988555942,18.610876887411536,20.302774786267126,21.994672685122726
HHN-EDI-01,General Medicine Ward B,16.99339633233919,18.692735965573114,20.392075598807025,22.09141523204095
HHN-EDI-01,ICU,7.221872914699969,7.944060206169966,8.666247497639961,9.388434789109962
HHN-EDI-01,Oncology Ward,11.96124941312202,13.157374354434225,14.353499295746426,15.549624237058628
HHN-EDI-01,Orthopaedics Ward A,9.671988432060498,10.639187275266549,11.606386118472598,12.573584961678648
HHN-EDI-01,Orthopaedics Ward B,9.618213545408766,10.580034899949643,11.54185625449052,12.503677609031397
HHN-LON-01,Cardiology Ward,31.526981364704785,34.67967950117527,37.83237763764574,40.985075774116225
HHN-LON-01,Day Case Unit,0.60044951811453,0.6604944699259828,0.7205394217374358,0.7805843735488889
HHN-LON-01,General Medicine Ward A,31.188498366666668,34.30734820333334,37.42619804,40.545047876666665
HHN-LON-01,General Medicine Ward B,33.181505019390514,36.499655521329565,39.81780602326862,43.135956525207675
HHN-LON-01,ICU,16.85128483400866,18.536413317409522,20.22154180081039,21.90667028421126
HHN-LON-01,Oncology Ward,29.358230666666667,32.294053733333335,35.22987679999999,38.165699866666664
HHN-LON-01,Orthopaedics Ward A,22.689779833333333,24.95875781666667,27.227735799999998,29.496713783333334
HHN-LON-01,Orthopaedics Ward B,27.26676596501767,29.993442561519437,32.720119158021205,35.446795754522974
HHN-LON-02,Cardiology Ward,17.78365923333333,19.562025156666667,21.34039108,23.118757003333332
HHN-LON-02,Day Case Unit,0.44356285376666665,0.48791913914333335,0.53227542452,0.5766317098966667
HHN-LON-02,General Medicine Ward A,17.72544395345423,19.497988348799655,21.270532744145076,23.0430771394905
HHN-LON-02,General Medicine Ward B,17.591990433333333,19.35118947666667,21.11038852,22.869587563333333
HHN-LON-02,ICU,9.759260346666668,10.735186381333333,11.711112415999999,12.687038450666668
HHN-LON-02,Oncology Ward,26.7267562,29.399431820000004,32.072107439999996,34.74478306
HHN-LON-02,Orthopaedics Ward A,11.681087085467228,12.849195794013951,14.017304502560673,15.185413211107397
HHN-LON-02,Orthopaedics Ward B,11.517776816666666,12.669554498333333,13.82133218,14.973109861666668
HHN-MAN-01,Cardiology Ward,23.46154924226266,25.807704166488925,28.15385909071519,30.50001401494146
HHN-MAN-01,Day Case Unit,0.502015595,0.5522171545,0.602418714,0.6526202735000001
HHN-MAN-01,General Medicine Ward A,18.21111574545707,20.032227320002782,21.853338894548482,23.674450469094193
HHN-MAN-01,General Medicine Ward B,20.69824783540895,22.768072618949848,24.83789740249074,26.907722186031638
HHN-MAN-01,ICU,9.864774905191942,10.851252395711137,11.837729886230331,12.824207376749525
HHN-MAN-01,Oncology Ward,17.992738499999998,19.79201235,21.5912862,23.390560049999998
HHN-MAN-01,Orthopaedics Ward A,20.549219139463908,22.6041410534103,24.659062967356686,26.71398488130308
HHN-MAN-01,Orthopaedics Ward B,20.188739876490267,22.207613864139294,24.226487851788313,26.245361839437344
