hospital_id,datetime,ward,occupied_beds,staffed_beds,occupancy_rate
HHN-BIR-01,2024-01-01,ICU,2.0416666666666665,8.958333333333334,0.22743055555555555
HHN-BIR-01,2024-01-02,ICU,4.583333333333333,8.833333333333334,0.5196759259259259
HHN-BIR-01,2024-01-03,ICU,4.916666666666667,9.0,0.5462962962962963
HHN-BIR-01,2024-01-04,ICU,5.0,8.958333333333334,0.5584490740740741
HHN-BIR-01,2024-01-05,ICU,5.166666666666667,8.958333333333334,0.5775462962962963
HHN-BIR-01,2024-01-06,ICU,6.291666666666667,8.916666666666666,0.7060185185185185
HHN-BIR-01,2024-01-07,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-08,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-01-09,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-01-10,ICU,8.791666666666666,8.791666666666666,1.0
HHN-BIR-01,2024-01-11,ICU,8.791666666666666,8.958333333333334,0.9814814814814815
HHN-BIR-01,2024-01-12,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-01-13,ICU,8.791666666666666,8.791666666666666,1.0
HHN-BIR-01,2024-01-14,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-01-15,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-01-16,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-17,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-01-18,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-19,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-01-20,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-21,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-01-22,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-23,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-24,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-25,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-01-26,ICU,8.791666666666666,8.791666666666666,1.0
HHN-BIR-01,2024-01-27,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-01-28,ICU,8.791666666666666,8.791666666666666,1.0
HHN-BIR-01,2024-01-29,ICU,9.0,9.0,1.0
HHN-BIR-01,2024-01-30,ICU,9.0,9.0,1.0
HHN-BIR-01,2024-01-31,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-02-01,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-02-02,ICU,7.25,9.0,0.8055555555555555
HHN-BIR-01,2024-02-03,ICU,7.208333333333333,8.75,0.8240740740740741
HHN-BIR-01,2024-02-04,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-02-05,ICU,8.833333333333334,8.833333333333334,1.0
HHN-BIR-01,2024-02-06,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-02-07,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-02-08,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-02-09,ICU,8.833333333333334,8.833333333333334,1.0
HHN-BIR-01,2024-02-10,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-02-11,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-02-12,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-02-13,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-02-14,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-02-15,ICU,8.958333333333334,8.958333333333334,1.0
HHN-BIR-01,2024-02-16,ICU,8.916666666666666,8.916666666666666,1.0
HHN-BIR-01,2024-02-17,ICU,8.833333333333334,8.833333333333334,1.0
HHN-BIR-01,2024-02-18,ICU,9.0,9.0,1.0
HHN-BIR-01,2024-02-19,ICU,8.875,8.875,1.0
HHN-BIR-01,2024-02-20,ICU,8.75,8.958333333333334,0.9768518518518517
HHN-BIR-01,2024-02-21,ICU,8.25,8.916666666666666,0.9259259259259259
HHN-BIR-01,2024-02-22,ICU,7.541666666666667,8.958333333333334,0.8425925925925926
HHN-BIR-01,2024-02-23,ICU,6.25,8.916666666666666,0.7013888888888888
HHN-BIR-01,2024-02-24,ICU,5.333333333333333,8.791666666666666,0.6070601851851852
HHN-BIR-01,2024-02-25,ICU,4.0,9.0,0.4444444444444444
HHN-BIR-01,2024-02-26,ICU,3.7916666666666665,8.916666666666666,0.42534722222222215
HHN-BIR-01,2024-02-27,ICU,3.7083333333333335,8.958333333333334,0.41435185185185186
HHN-BIR-01,2024-02-28,ICU,5.375,8.875,0.6053240740740741
HHN-BIR-01,2024-02-29,ICU,4.5,8.875,0.5069444444444444
HHN-BIR-01,2024-03-01,ICU,5.125,9.0,0.5694444444444444
HHN-BIR-01,2024-03-02,ICU,3.875,8.916666666666666,0.43634259259259256
HHN-BIR-01,2024-03-03,ICU,7.125,8.916666666666666,0.7986111111111112
HHN-BIR-01,2024-03-04,ICU,8.75,8.958333333333334,0.9768518518518517
HHN-BIR-01,2024-03-05,ICU,6.166666666666667,8.958333333333334,0.6892361111111112
HHN-BIR-01,2024-03-06,ICU,5.458333333333333,8.916666666666666,0.6116898148148148
HHN-BIR-01,2024-03-07,ICU,6.875,8.958333333333334,0.7685185185185185
HHN-BIR-01,2024-03-08,ICU,4.916666666666667,8.958333333333334,0.5491898148148148
HHN-BIR-01,2024-03-09,ICU,5.916666666666667,8.958333333333334,0.6608796296296297
HHN-BIR-01,2024-03-10,ICU,3.6666666666666665,8.875,0.41377314814814814
HHN-BIR-01,2024-03-11,ICU,5.708333333333333,9.0,0.6342592592592592
HHN-BIR-01,2024-03-12,ICU,6.916666666666667,8.958333333333334,0.7725694444444445
HHN-BIR-01,2024-03-13,ICU,7.0,8.916666666666666,0.7858796296296297
HHN-BIR-01,2024-03-14,ICU,7.166666666666667,8.916666666666666,0.8049768518518517
HHN-BIR-01,2024-03-15,ICU,7.083333333333333,8.958333333333334,0.7910879629629629
HHN-BIR-01,2024-03-16,ICU,6.833333333333333,8.875,0.7714120370370371
HHN-BIR-01,2024-03-17,ICU,4.916666666666667,8.958333333333334,0.5497685185185185
