hospital_id,datetime,ward,occupied_beds,staffed_beds,occupancy_rate
HHN-BIR-01,2024-01-01,Orthopaedics Ward A,1.375,10.875,0.12613636363636363
HHN-BIR-01,2024-01-02,Orthopaedics Ward A,3.875,10.916666666666666,0.35530303030303023
HHN-BIR-01,2024-01-03,Orthopaedics Ward A,5.875,10.916666666666666,0.5382575757575757
HHN-BIR-01,2024-01-04,Orthopaedics Ward A,10.375,10.958333333333334,0.9469696969696969
HHN-BIR-01,2024-01-05,Orthopaedics Ward A,10.958333333333334,10.958333333333334,1.0
HHN-BIR-01,2024-01-06,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-07,Orthopaedics Ward A,10.958333333333334,10.958333333333334,1.0
HHN-BIR-01,2024-01-08,Orthopaedics Ward A,10.875,10.875,1.0
HHN-BIR-01,2024-01-09,Orthopaedics Ward A,10.875,10.916666666666666,0.9962121212121212
HHN-BIR-01,2024-01-10,Orthopaedics Ward A,10.833333333333334,10.833333333333334,1.0
HHN-BIR-01,2024-01-11,Orthopaedics Ward A,11.0,11.0,1.0
HHN-BIR-01,2024-01-12,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-13,Orthopaedics Ward A,10.875,10.875,1.0
HHN-BIR-01,2024-01-14,Orthopaedics Ward A,10.791666666666666,10.791666666666666,1.0
HHN-BIR-01,2024-01-15,Orthopaedics Ward A,10.875,10.875,1.0
HHN-BIR-01,2024-01-16,Orthopaedics Ward A,10.791666666666666,10.791666666666666,1.0
HHN-BIR-01,2024-01-17,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-18,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-19,Orthopaedics Ward A,10.833333333333334,10.833333333333334,1.0
HHN-BIR-01,2024-01-20,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-21,Orthopaedics Ward A,10.791666666666666,10.791666666666666,1.0
HHN-BIR-01,2024-01-22,Orthopaedics Ward A,10.875,10.875,1.0
HHN-BIR-01,2024-01-23,Orthopaedics Ward A,10.75,10.75,1.0
HHN-BIR-01,2024-01-24,Orthopaedics Ward A,10.958333333333334,10.958333333333334,1.0
HHN-BIR-01,2024-01-25,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-26,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-27,Orthopaedics Ward A,10.375,10.916666666666666,0.9507575757575758
HHN-BIR-01,2024-01-28,Orthopaedics Ward A,9.875,10.958333333333334,0.9011363636363637
HHN-BIR-01,2024-01-29,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-30,Orthopaedics Ward A,10.916666666666666,10.916666666666666,1.0
HHN-BIR-01,2024-01-31,Orthopaedics Ward A,10.875,10.875,1.0
HHN-BIR-01,2024-02-01,Orthopaedics Ward A,10.875,10.875,1.0
HHN-BIR-01,2024-02-02,Orthopaedics Ward A,10.791666666666666,10.791666666666666,1.0
HHN-BIR-01,2024-02-03,Orthopaedics Ward A,10.958333333333334,10.958333333333334,1.0
HHN-BIR-01,2024-02-04,Orthopaedics Ward A,10.833333333333334,10.833333333333334,1.0
HHN-BIR-01,2024-02-05,Orthopaedics Ward A,10.791666666666666,10.791666666666666,1.0
HHN-BIR-01,2024-02-06,Orthopaedics Ward A,10.791666666666666,10.791666666666666,1.0
